Posted Date,Type,Description,Amount,Account,Notes,Balance,Raw Description
2024-08-09T06:00:00+00,withdrawal,PREAUTHORIZED WD QuestarGas QuestarGas 240315,-123.63,0625,,5796.02,PREAUTHORIZED WD QuestarGas QuestarGas 240315
2024-08-09T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-15-24 TIME: 21:11:31,90.09,0625,,5886.11,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-15-24 TIME: 21:11:31
2024-08-09T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24073B1000106991-0 *1870409820*199999 999\\",95.46,0625,,5981.57,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24073B1000106991-0 *1870409820*199999 999\\"
2024-08-09T06:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ74448253*141128 9245*000087726\\,135.67,0625,,6117.24,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ74448253*141128 9245*000087726\\
2024-08-09T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24073B1000051622-0 *1870409820*199999 999\\",79.53,0625,,6196.77,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24073B1000051622-0 *1870409820*199999 999\\"
2024-08-09T06:00:00+00,deposit,PREAUTHORIZED CREDIT SH-RIO TINTO AME HCCLAIMPMT 24073B1000018181-0 *1870409820*199999 999\\,150.41,0625,,6347.18,PREAUTHORIZED CREDIT SH-RIO TINTO AME HCCLAIMPMT 24073B1000018181-0 *1870409820*199999 999\\
2024-08-09T06:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ74420690*141128 9245*000087726\\,59.69,0625,,6406.87,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ74420690*141128 9245*000087726\\
2024-08-13T06:00:00+00,withdrawal,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240319,-414.60,0625,,5992.27,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240319
2024-08-13T06:00:00+00,withdrawal,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240319,-34.86,0625,,5957.41,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240319
2024-08-13T06:00:00+00,deposit,PREAUTHORIZED CREDIT Optum HCCLAIMPMT 2276073988*1272337 487*0000LIFE1\\,197.17,0625,,6154.58,PREAUTHORIZED CREDIT Optum HCCLAIMPMT 2276073988*1272337 487*0000LIFE1\\
2024-08-13T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24075B1000062630-0 *1870409820*199999 999\\",207.70,0625,,6362.28,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24075B1000062630-0 *1870409820*199999 999\\"
2024-08-13T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24075B1000025489-0 *1870409820*199999 999\\",236.37,0625,,6598.65,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24075B1000025489-0 *1870409820*199999 999\\"
2024-08-14T06:00:00+00,withdrawal,CHECK,-485.88,0625,,6112.77,CHECK
2024-08-14T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-20-24 TIME: 08:27:08,681.56,0625,,6794.33,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-20-24 TIME: 08:27:08
2024-08-16T06:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ75140747*141128 9245*000087726\\,67.40,0625,,6861.73,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ75140747*141128 9245*000087726\\
2024-08-20T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-26-24 TIME: 18:17:59,18.22,0625,,6879.95,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-26-24 TIME: 18:17:59
2024-08-20T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24082B1000130763-0 *1870409820*199999 999\\",133.82,0625,,7013.77,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24082B1000130763-0 *1870409820*199999 999\\"
2024-08-21T06:00:00+00,withdrawal,CHECK,-340.69,0625,,6673.08,CHECK
2024-08-22T06:00:00+00,withdrawal,PREAUTHORIZED WD FCF ACH PAYMNT 240328 WB77114,-329.96,0625,,6343.12,PREAUTHORIZED WD FCF ACH PAYMNT 240328 WB77114
2024-08-23T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-29-24 TIME: 01:21:31,488.68,0625,,6831.80,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-29-24 TIME: 01:21:31
2024-08-26T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-01-24 TIME: 13:51:24,18.22,0625,,6850.02,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-01-24 TIME: 13:51:24
2024-08-27T05:00:00+00,withdrawal,CHECK,-571.07,0625,,6278.95,CHECK
2024-08-27T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24089B1000051502-0 *1870409820*199999 999\\",71.67,0625,,6350.62,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24089B1000051502-0 *1870409820*199999 999\\"
2024-08-28T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-03-24 TIME: 08:52:57,416.12,0625,,6766.74,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-03-24 TIME: 08:52:57
2024-08-29T05:00:00+00,withdrawal,CHECK,-249.27,0625,,6517.47,CHECK
2024-09-03T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24096B1000078716-0 *1870409820*199999 999\\",73.11,0625,,6590.58,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24096B1000078716-0 *1870409820*199999 999\\"
2024-09-04T05:00:00+00,withdrawal,PREAUTHORIZED WD COMCAST CABLE 240410,-167.22,0625,,6423.36,PREAUTHORIZED WD COMCAST CABLE 240410
2024-09-04T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-10-24 TIME: 11:22:28,303.48,0625,,6726.84,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-10-24 TIME: 11:22:28
2024-09-05T05:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240411 465698325,-1232.43,0625,,5494.41,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240411 465698325
2024-09-06T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ77361136*141128 9245*000087726\\,210.50,0625,,5704.91,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ77361136*141128 9245*000087726\\
2024-09-06T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24101B1000139270-0 *1870409820*199999 999\\",111.19,0625,,5816.10,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24101B1000139270-0 *1870409820*199999 999\\"
2024-09-06T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24101B1000065041-0 *1870409820*199999 999\\",69.71,0625,,5885.81,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24101B1000065041-0 *1870409820*199999 999\\"
2024-09-09T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-15-24 TIME: 01:46:54,898.04,0625,,6783.85,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-15-24 TIME: 01:46:54
2024-09-10T05:00:00+00,withdrawal,CHECK,-306.86,0625,,6476.99,CHECK
2024-09-10T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-16-24 TIME: 09:57:35,223.60,0625,,6700.59,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-16-24 TIME: 09:57:35
2024-09-10T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-15-24 TIME: 22:54:27,18.22,0625,,6718.81,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-15-24 TIME: 22:54:27
2024-09-10T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24103B1000064775-0 *1870409820*199999 999\\",142.70,0625,,6861.51,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24103B1000064775-0 *1870409820*199999 999\\"
2024-09-11T05:00:00+00,withdrawal,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240417,-437.18,0625,,6424.33,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240417
2024-09-11T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-17-24 TIME: 09:54:59,318.56,0625,,6742.89,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-17-24 TIME: 09:54:59
2024-09-12T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 091000015121463,-5.00,0625,,6737.89,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 091000015121463
2024-09-12T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-18-24 TIME: 07:44:36,18.22,0625,,6756.11,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-18-24 TIME: 07:44:36
2024-09-13T05:00:00+00,withdrawal,CHECK,-303.70,0625,,6452.41,CHECK
2024-09-13T05:00:00+00,withdrawal,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240419,-5.00,0625,,6447.41,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240419
2024-09-13T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ78105325*141128 9245*000087726\\,139.32,0625,,6586.73,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ78105325*141128 9245*000087726\\
2024-09-16T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-22-24 TIME: 14:03:57,224.94,0625,,6811.67,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-22-24 TIME: 14:03:57
2024-09-17T05:00:00+00,withdrawal,CHECK,-479.13,0625,,6332.54,CHECK
2024-09-17T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24110B1000119235-0 *1870409820*199999 999\\",58.98,0625,,6391.52,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24110B1000119235-0 *1870409820*199999 999\\"
2024-09-18T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-24-24 TIME: 17:57:42,349.13,0625,,6740.65,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-24-24 TIME: 17:57:42
2024-09-19T05:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240425 465698325,-1035.76,0625,,5704.89,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240425 465698325
2024-09-19T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-25-24 TIME: 07:35:40,754.73,0625,,6459.62,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-25-24 TIME: 07:35:40
2024-09-20T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000022740999,-55.00,0625,,6404.62,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000022740999
2024-09-20T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24115B1000179304-0 *1870409820*199999 999\\",94.08,0625,,6498.70,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24115B1000179304-0 *1870409820*199999 999\\"
2024-09-20T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ78833232*141128 9245*000087726\\,297.65,0625,,6796.35,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ78833232*141128 9245*000087726\\
2024-09-23T05:00:00+00,withdrawal,PREAUTHORIZED WD WORKFORCE SERVIC UTAH UITAX 240429 2031194,-162.74,0625,,6633.61,PREAUTHORIZED WD WORKFORCE SERVIC UTAH UITAX 240429 2031194
2024-09-24T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 124000050162325,-9.73,0625,,6623.88,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 124000050162325
2024-09-24T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-30-24 TIME: 07:52:11,165.75,0625,,6789.63,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 04-30-24 TIME: 07:52:11
2024-09-24T05:00:00+00,fee,SERVICE CHARGE MONTHLY,-35.00,0625,,6754.63,SERVICE CHARGE MONTHLY
2024-09-24T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24117B1000046012-0 *1870409820*199999 999\\",123.05,0625,,6877.68,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24117B1000046012-0 *1870409820*199999 999\\"
2024-09-25T05:00:00+00,deposit,PREAUTHORIZED CREDIT UnitedHealthcare HCCLAIMPMT Q7766695*141128924 5*000087726\\,87.76,0625,,6965.44,PREAUTHORIZED CREDIT UnitedHealthcare HCCLAIMPMT Q7766695*141128924 5*000087726\\
2024-09-26T05:00:00+00,withdrawal,OVERDRAFT FEE FOR CONTINUOUS OD ON 05-01-24,-16.55,0625,,6948.89,OVERDRAFT FEE FOR CONTINUOUS OD ON 05-01-24
2024-09-26T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-02-24 TIME: 08:30:23,37.56,0625,,6986.45,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-02-24 TIME: 08:30:23
2024-09-26T05:00:00+00,deposit,PREAUTHORIZED CREDIT UnitedHealthcare HCCLAIMPMT 27663756*141128924 5*000087726\\,121.75,0625,,7108.20,PREAUTHORIZED CREDIT UnitedHealthcare HCCLAIMPMT 27663756*141128924 5*000087726\\
2024-09-27T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ79648967*141128 9245*000087726\\,77.76,0625,,7185.96,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ79648967*141128 9245*000087726\\
2024-09-27T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24122B1000204690-0 *1870409820*199999 999\\",32.70,0625,,7218.66,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24122B1000204690-0 *1870409820*199999 999\\"
2024-09-30T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-06-24 TIME: 09:21:13,18.22,0625,,7236.88,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-06-24 TIME: 09:21:13
2024-10-01T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24124B1000030991-0 *1870409820*199999 999\\",103.49,0625,,7340.37,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24124B1000030991-0 *1870409820*199999 999\\"
2024-10-01T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24124B1000040747-0 *1870409820*199999 999\\",248.82,0625,,7589.19,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24124B1000040747-0 *1870409820*199999 999\\"
2024-10-01T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24124B1000086656-0 *1870409820*199999 999\\",130.35,0625,,7719.54,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24124B1000086656-0 *1870409820*199999 999\\"
2024-10-02T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 700271457*18760005 25\\,173.82,0625,,7893.36,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 700271457*18760005 25\\
2024-10-03T05:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240509 465698325,-1027.80,0625,,6865.56,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240509 465698325
2024-10-03T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-09-24 TIME: 18:52:19,748.93,0625,,7614.49,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-09-24 TIME: 18:52:19
2024-10-04T05:00:00+00,deposit,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172094636*4870200 138*870200138\\,318.21,0625,,7932.70,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172094636*4870200 138*870200138\\
2024-10-04T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24129B1000158878-0 *1870409820*199999 999\\",192.77,0625,,8125.47,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24129B1000158878-0 *1870409820*199999 999\\"
2024-10-04T05:00:00+00,deposit,PREAUTHORIZED CREDIT National Foundat HCCLAIMPMT 2363819275*1731187 572*0000USHA1\\,129.65,0625,,8255.12,PREAUTHORIZED CREDIT National Foundat HCCLAIMPMT 2363819275*1731187 572*0000USHA1\\
2024-10-04T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ80377179*1411289 245*000087726\\,130.41,0625,,8385.53,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ80377179*1411289 245*000087726\\
2024-10-04T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24129B1000079161-0 *1870409820*199999 999\\",176.10,0625,,8561.63,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24129B1000079161-0 *1870409820*199999 999\\"
2024-10-04T05:00:00+00,deposit,PREAUTHORIZED CREDIT National Foundat HCCLAIMPMT 2363817890*1731187 572*0000USHA1\\,72.87,0625,,8634.50,PREAUTHORIZED CREDIT National Foundat HCCLAIMPMT 2363817890*1731187 572*0000USHA1\\
2024-10-07T05:00:00+00,withdrawal,"PREAUTHORIZED WD HENRY SCHEIN, IN AR-EFT REF*6O*1595713\\",-60.73,0625,,8573.77,"PREAUTHORIZED WD HENRY SCHEIN, IN AR-EFT REF*6O*1595713\\"
2024-10-07T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-13-24 TIME: 21:32:22,44.25,0625,,8618.02,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-13-24 TIME: 21:32:22
2024-10-08T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24131B1000059844-0 *1870409820*199999 999\\",84.93,0625,,8702.95,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24131B1000059844-0 *1870409820*199999 999\\"
2024-10-08T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24131B1000028974-0 *1870409820*199999 999\\",83.41,0625,,8786.36,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24131B1000028974-0 *1870409820*199999 999\\"
2024-10-09T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-15-24 TIME: 20:29:21,18.22,0625,,8804.58,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-15-24 TIME: 20:29:21
2024-10-09T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 80599124*187600052 5\\,107.47,0625,,8912.05,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 80599124*187600052 5\\
2024-10-11T05:00:00+00,withdrawal,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240517,-208.73,0625,,8703.32,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240517
2024-10-11T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-17-24 TIME: 09:19:09,152.10,0625,,8855.42,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-17-24 TIME: 09:19:09
2024-10-11T05:00:00+00,deposit,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172098652*4870200 138*870200138\\,358.81,0625,,9214.23,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172098652*4870200 138*870200138\\
2024-10-11T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24136B1000177465-0 *1870409820*199999 999\\",71.27,0625,,9285.50,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24136B1000177465-0 *1870409820*199999 999\\"
2024-10-11T05:00:00+00,deposit,PREAUTHORIZED CREDIT Regence BCBSU - HCCLAIMPMT 0240935528*4870200 138*870200138\\,95.32,0625,,9380.82,PREAUTHORIZED CREDIT Regence BCBSU - HCCLAIMPMT 0240935528*4870200 138*870200138\\
2024-10-11T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ81114967*1411289 245*000087726\\,146.59,0625,,9527.41,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ81114967*1411289 245*000087726\\
2024-10-14T05:00:00+00,withdrawal,PREAUTHORIZED WD COMCAST CABLE 240520,-153.12,0625,,9374.29,PREAUTHORIZED WD COMCAST CABLE 240520
2024-10-14T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-20-24 TIME: 15:11:19,111.57,0625,,9485.86,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-20-24 TIME: 15:11:19
2024-10-15T05:00:00+00,withdrawal,CHECK,-252.78,0625,,9233.08,CHECK
2024-10-15T05:00:00+00,withdrawal,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240521,-4.57,0625,,9228.51,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240521
2024-10-17T05:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240523 465698325,-401.75,0625,,8826.76,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240523 465698325
2024-10-17T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-23-24 TIME: 08:05:52,480.27,0625,,9307.03,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-23-24 TIME: 08:05:52
2024-10-17T05:00:00+00,deposit,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 91073194434*136273 9571*000036273\\,99.76,0625,,9406.79,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 91073194434*136273 9571*000036273\\
2024-10-18T05:00:00+00,withdrawal,CHECK,-241.89,0625,,9164.90,CHECK
2024-10-18T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24143B1000155751-0 *1870409820*199999 999\\",181.79,0625,,9346.69,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24143B1000155751-0 *1870409820*199999 999\\"
2024-10-18T05:00:00+00,deposit,PREAUTHORIZED CREDIT SH-INTERMTN EMPL HCCLAIMPMT 24143B1000015344-0 *1870409820*199999 999\\,121.10,0625,,9467.79,PREAUTHORIZED CREDIT SH-INTERMTN EMPL HCCLAIMPMT 24143B1000015344-0 *1870409820*199999 999\\
2024-10-18T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24143B1000079292-0 *1870409820*199999 999\\",193.12,0625,,9660.91,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24143B1000079292-0 *1870409820*199999 999\\"
2024-10-18T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ81807402*1411289 245*000087726\\,88.93,0625,,9749.84,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ81807402*1411289 245*000087726\\
2024-10-22T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24145B1000037713-0 *1870409820*199999 999\\",75.80,0625,,9825.64,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24145B1000037713-0 *1870409820*199999 999\\"
2024-10-22T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24145B1000079342-0 *1870409820*199999 999\\",176.62,0625,,10002.26,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24145B1000079342-0 *1870409820*199999 999\\"
2024-10-23T05:00:00+00,withdrawal,CHECK,-314.07,0625,,9688.19,CHECK
2024-10-23T05:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-29-24 TIME: 14:00:44,405.11,0625,,10093.30,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 05-29-24 TIME: 14:00:44
2024-10-23T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 80601563*187600052 5\\,76.18,0625,,10169.48,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 80601563*187600052 5\\
2024-10-25T05:00:00+00,fee,SERVICE CHARGE MONTHLY,-35.00,0625,,10134.48,SERVICE CHARGE MONTHLY
2024-10-25T05:00:00+00,deposit,PREAUTHORIZED CREDIT SH-RIO TINTO AME HCCLAIMPMT 24150B1000026031-0 *1870409820*199999 999\\,56.67,0625,,10191.15,PREAUTHORIZED CREDIT SH-RIO TINTO AME HCCLAIMPMT 24150B1000026031-0 *1870409820*199999 999\\
